userid,age,occupation,gender
1158,29,college/grad student,M
1159,32,sales/marketing,M
1160,33,college/grad student,M
1161,30,college/grad student,M
1162,34,executive/managerial,M
1163,28,artist,M
1164,33,scientist,M
1165,32,sales/marketing,M
1166,30,sales/marketing,M
1167,33,college/grad student,M
1168,33,executive/managerial,M
1169,21,scientist,M
1170,26,college/grad student,M
1171,31,executive/managerial,M
1172,31,college/grad student,M
1173,27,self-employed,F
1174,28,scientist,M
1175,34,sales/marketing,F
1176,34,executive/managerial,M
1177,29,executive/managerial,M
1178,33,executive/managerial,M
1179,29,scientist,M
1180,29,college/grad student,F
1181,27,other or not specified,M
1182,81,retired,M
1183,48,executive/managerial,M
1184,31,academic/educator,F
1185,30,sales/marketing,M
1186,27,executive/managerial,M
1187,46,other or not specified,F
1188,27,executive/managerial,F
1189,44,executive/managerial,F
1190,34,sales/marketing,M
1191,42,homemaker,F
1192,25,executive/managerial,M
1193,33,college/grad student,M
1194,25,K-12 student,M
1195,33,scientist,M
1196,34,doctor/health care,M
1197,22,scientist,M
1198,18,sales/marketing,M
1199,27,other or not specified,F
1200,25,sales/marketing,M
1201,25,college/grad student,M
1202,34,college/grad student,M
1203,32,executive/managerial,M
1204,32,college/grad student,M
1205,33,college/grad student,M
1206,33,college/grad student,M
1207,19,sales/marketing,M
1208,30,executive/managerial,M
1209,33,sales/marketing,M
1210,8,K-12 student,M
1211,33,self-employed,M
1212,28,executive/managerial,M
1213,28,scientist,M
1214,28,college/grad student,M
1215,36,other or not specified,M
1216,29,scientist,M
1217,31,college/grad student,M
1218,34,clerical/admin,M
1219,28,executive/managerial,M
1220,30,college/grad student,M
1221,33,executive/managerial,F
1222,26,artist,M
1223,18,scientist,M
1224,27,college/grad student,M
1225,32,executive/managerial,M
1226,26,self-employed,M
1227,31,homemaker,M
1228,34,self-employed,M
1229,33,other or not specified,M
1230,31,scientist,M
1231,35,other or not specified,F
1232,34,sales/marketing,M
1233,34,executive/managerial,M
1234,32,executive/managerial,M
1235,25,executive/managerial,M
1236,26,college/grad student,M
1237,27,executive/managerial,M
1238,55,homemaker,M
1239,25,college/grad student,M
1240,29,retired,F
1241,33,college/grad student,M
1242,30,self-employed,M
1243,32,college/grad student,M
1244,26,sales/marketing,M
1245,26,academic/educator,M
1246,9,scientist,F
1247,30,college/grad student,M
1248,32,executive/managerial,M
1249,33,executive/managerial,M
1250,27,executive/managerial,M
1251,34,other or not specified,F
1252,23,sales/marketing,M
1253,25,technician/engineer,M
1254,34,executive/managerial,M
1255,29,college/grad student,M
1256,28,executive/managerial,M
1257,30,executive/managerial,M
1258,25,self-employed,M
1259,34,college/grad student,M
1260,33,college/grad student,M
1261,34,college/grad student,M
1262,31,executive/managerial,M
1263,29,college/grad student,M
1264,26,college/grad student,M
1265,18,homemaker,M
1266,34,college/grad student,M
1267,20,sales/marketing,M
1268,21,technician/engineer,M
1269,32,academic/educator,F
1270,26,clerical/admin,M
1271,34,other or not specified,M
1272,26,college/grad student,M
1273,32,other or not specified,M
1274,19,sales/marketing,M
1275,33,other or not specified,M
1276,27,college/grad student,M
1277,27,executive/managerial,M
1278,33,executive/managerial,M
1279,29,scientist,M
1280,31,scientist,M
1281,29,college/grad student,M
1282,33,scientist,M
1283,29,college/grad student,M
1284,26,sales/marketing,M
1285,26,other or not specified,M
1286,27,executive/managerial,M
1287,34,executive/managerial,M
1288,27,sales/marketing,M
1289,32,programmer,M
1290,32,K-12 student,M
1291,26,academic/educator,F
1292,27,tradesman/craftsman,M
1293,32,executive/managerial,M
1294,34,college/grad student,M
1295,30,scientist,M
1296,29,sales/marketing,M
1297,33,homemaker,M
1298,31,homemaker,M
1299,29,executive/managerial,M
1300,25,scientist,M
1301,25,sales/marketing,M
1302,29,scientist,M
1303,27,academic/educator,F
1304,33,other or not specified,F
1305,27,sales/marketing,M
1306,27,college/grad student,M
1307,26,self-employed,F
1308,31,executive/managerial,M
1309,25,scientist,M
1310,18,K-12 student,M
1311,10,homemaker,F
1312,26,sales/marketing,M
1313,28,college/grad student,M
1314,26,college/grad student,F
1315,25,college/grad student,M
1316,26,scientist,M
1317,23,scientist,M
1318,34,tradesman/craftsman,M
1319,32,executive/managerial,M
1320,33,executive/managerial,M
1321,33,college/grad student,M
1322,19,K-12 student,M
1323,28,clerical/admin,M
1324,32,technician/engineer,M
1325,34,college/grad student,M
1326,32,self-employed,F
1327,25,K-12 student,M
1328,27,college/grad student,M
1329,26,college/grad student,M
1330,33,scientist,M
1331,25,scientist,F
1332,32,executive/managerial,M
1333,24,other or not specified,M
1334,29,sales/marketing,M
1335,31,college/grad student,M
1336,83,doctor/health care,F
1337,31,executive/managerial,M
1338,18,technician/engineer,M
1339,27,sales/marketing,M
1340,28,executive/managerial,M
1341,18,other or not specified,M
1342,29,programmer,M
1343,26,college/grad student,F
1344,30,clerical/admin,M
1345,27,executive/managerial,M
1346,29,executive/managerial,M
1347,30,K-12 student,M
1348,31,college/grad student,M
1349,25,college/grad student,M
1350,30,sales/marketing,F
1351,32,academic/educator,M
1352,27,executive/managerial,M
1353,28,college/grad student,M
1354,30,college/grad student,M
1355,30,executive/managerial,F
1356,31,college/grad student,M
1357,29,executive/managerial,M
1358,27,other or not specified,M
1359,30,college/grad student,M
1360,29,scientist,M
1361,25,executive/managerial,F
1362,28,academic/educator,F
1363,29,self-employed,M
1364,31,sales/marketing,M
1365,30,college/grad student,M
1366,28,college/grad student,M
1367,26,sales/marketing,M
1368,31,executive/managerial,M
1369,29,academic/educator,M
1370,33,college/grad student,M
1371,24,self-employed,M
1372,25,sales/marketing,M
1373,26,college/grad student,M
1374,18,sales/marketing,M
1375,27,homemaker,M
1376,32,sales/marketing,M
1377,28,doctor/health care,M
1378,33,sales/marketing,M
1379,27,college/grad student,M
1380,29,college/grad student,M
1381,36,K-12 student,F
1382,26,scientist,M
1383,39,sales/marketing,M
1384,34,college/grad student,M
1385,28,homemaker,M
1386,33,sales/marketing,F
1387,25,sales/marketing,M
1388,27,executive/managerial,F
1389,25,college/grad student,M
1390,26,college/grad student,M
1391,32,executive/managerial,M
1392,33,executive/managerial,M
1393,25,college/grad student,M
1394,21,college/grad student,F
1395,27,self-employed,F
1396,32,college/grad student,M
1397,34,other or not specified,F
1398,30,college/grad student,M
1399,32,executive/managerial,M
1400,27,self-employed,M
1401,29,homemaker,F
1402,33,college/grad student,M
1403,27,scientist,M
1404,25,other or not specified,M
1405,34,college/grad student,M
1406,27,scientist,M
1407,32,college/grad student,M
1408,32,executive/managerial,F
1409,28,clerical/admin,M
1410,28,clerical/admin,M
1411,28,clerical/admin,M
1412,21,self-employed,M
1413,32,college/grad student,F
1414,54,executive/managerial,M
1415,29,scientist,M
1416,27,college/grad student,M
1417,29,executive/managerial,M
1418,34,sales/marketing,M
1419,29,sales/marketing,M
1420,34,self-employed,M
1421,29,sales/marketing,M
1422,28,executive/managerial,M
1423,27,homemaker,M
1424,25,academic/educator,M
1425,33,college/grad student,M
1426,34,self-employed,M
1427,25,other or not specified,M
1428,32,programmer,M
1429,31,college/grad student,M
1430,34,scientist,M
1431,30,college/grad student,F
1432,67,retired,F
1433,29,sales/marketing,M
1434,29,executive/managerial,M
1435,26,sales/marketing,M
1436,33,sales/marketing,M
1437,34,self-employed,M
1438,31,college/grad student,F
1439,25,academic/educator,M
1440,34,college/grad student,M
1441,26,college/grad student,M
1442,26,executive/managerial,M
1443,28,executive/managerial,F
1444,25,college/grad student,M
1445,34,college/grad student,M
1446,29,sales/marketing,M
1447,33,retired,M
1448,30,other or not specified,M
1449,33,scientist,M
1450,31,other or not specified,M
1451,30,college/grad student,M
1452,28,college/grad student,F
1453,27,sales/marketing,M
1454,34,college/grad student,M
1455,10,K-12 student,M
1456,28,college/grad student,F
1457,31,sales/marketing,F
1458,34,sales/marketing,M
1459,32,scientist,M
1460,34,college/grad student,M
1461,32,other or not specified,M
1462,31,college/grad student,M
1463,33,college/grad student,M
1464,34,artist,F
1465,33,scientist,M
1466,32,self-employed,M
1467,28,college/grad student,M
1468,25,unemployed,M
1469,28,academic/educator,F
1470,31,sales/marketing,M
1471,33,scientist,F
1472,29,college/grad student,M
1473,25,academic/educator,M
1474,32,college/grad student,M
1475,31,other or not specified,F
1476,25,executive/managerial,M
1477,25,college/grad student,F
1478,25,scientist,F
1479,25,college/grad student,M
1480,25,college/grad student,F
1481,34,sales/marketing,M
1482,26,executive/managerial,M
1483,30,college/grad student,F
1484,29,college/grad student,M
1485,27,college/grad student,F
1486,33,scientist,M
1487,25,executive/managerial,M
1488,29,executive/managerial,M
1489,26,self-employed,M
1490,30,academic/educator,F
1491,29,executive/managerial,M
1492,30,K-12 student,F
1493,34,college/grad student,M
1494,34,sales/marketing,M
1495,34,college/grad student,M
1496,28,K-12 student,M
1497,29,doctor/health care,M
1498,29,executive/managerial,M
1499,25,college/grad student,M
1500,25,college/grad student,M
1501,25,executive/managerial,F
1502,30,college/grad student,M
1503,34,scientist,M
1504,28,college/grad student,M
1505,28,college/grad student,M
1506,51,academic/educator,M
1507,33,clerical/admin,M
1508,32,scientist,M
1509,25,college/grad student,M
1510,33,self-employed,M
1511,34,executive/managerial,M
1512,25,executive/managerial,M
1513,32,executive/managerial,M
1514,27,college/grad student,M
1515,33,clerical/admin,M
1516,39,sales/marketing,M
1517,8,college/grad student,F
1518,19,sales/marketing,M
1519,30,college/grad student,M
1520,31,technician/engineer,M
1521,29,executive/managerial,M
1522,40,academic/educator,F
1523,22,college/grad student,F
1524,31,self-employed,F
1525,24,sales/marketing,M
1526,26,scientist,M
1527,33,college/grad student,M
1528,21,sales/marketing,M
1529,35,self-employed,F
1530,33,sales/marketing,F
1531,33,college/grad student,M
1532,30,college/grad student,F
1533,30,college/grad student,M
1534,32,college/grad student,M
1535,34,retired,M
1536,26,executive/managerial,M
1537,18,sales/marketing,M
1538,27,executive/managerial,M
1539,29,sales/marketing,M
1540,34,college/grad student,M
1541,34,other or not specified,M
1542,28,college/grad student,M
1543,34,college/grad student,M
1544,34,executive/managerial,M
1545,30,technician/engineer,M
1546,25,college/grad student,M
1547,33,sales/marketing,M
1548,28,sales/marketing,F
1549,26,college/grad student,M
1550,28,sales/marketing,M
1551,32,other or not specified,M
1552,30,scientist,M
1553,27,other or not specified,F
1554,21,sales/marketing,M
1555,32,sales/marketing,M
1556,30,college/grad student,M
1557,28,executive/managerial,M
1558,31,executive/managerial,M
1559,18,K-12 student,M
1560,30,artist,F
1561,39,lawyer,F
1562,25,self-employed,M
1563,33,executive/managerial,F
1564,31,executive/managerial,M
1565,31,executive/managerial,M
1566,23,scientist,M
1567,26,sales/marketing,M
1568,30,sales/marketing,M
1569,32,college/grad student,M
1570,25,executive/managerial,M
1571,25,sales/marketing,M
1572,31,college/grad student,M
1573,21,artist,M
1574,33,college/grad student,M
1575,25,executive/managerial,M
1576,23,college/grad student,M
1577,31,scientist,F
1578,30,college/grad student,M
1579,28,executive/managerial,M
1580,26,college/grad student,F
1581,27,college/grad student,M
1582,31,college/grad student,M
1583,25,other or not specified,F
1584,32,college/grad student,M
1585,33,other or not specified,M
1586,31,executive/managerial,M
1587,25,sales/marketing,M
1588,30,artist,M
1589,34,college/grad student,M
1590,21,scientist,M
1591,26,college/grad student,M
1592,34,executive/managerial,M
1593,26,retired,F
1594,30,college/grad student,M
1595,28,executive/managerial,M
1596,29,other or not specified,M
1597,27,executive/managerial,M
1598,32,executive/managerial,F
1599,34,self-employed,M
1600,31,sales/marketing,F
1601,29,homemaker,F
1602,28,artist,M
1603,31,college/grad student,M
1604,32,sales/marketing,M
1605,30,college/grad student,M
1606,30,executive/managerial,M
1607,30,college/grad student,M
1608,25,sales/marketing,M
1609,28,scientist,M
1610,25,scientist,F
1611,43,academic/educator,M
1612,25,scientist,M
1613,34,academic/educator,M
1614,33,scientist,M
1615,33,scientist,M
1616,33,sales/marketing,M
1617,30,college/grad student,M
1618,25,executive/managerial,M
1619,32,college/grad student,M
1620,21,sales/marketing,M
1621,33,homemaker,M
1622,31,executive/managerial,M
1623,25,college/grad student,M
1624,34,self-employed,M
1625,27,executive/managerial,M
1626,31,sales/marketing,M
1627,29,self-employed,M
1628,32,scientist,M
1629,25,sales/marketing,M
1630,25,academic/educator,M
1631,32,college/grad student,M
1632,28,college/grad student,M
1633,34,executive/managerial,F
1634,34,college/grad student,M
1635,30,self-employed,M
1636,30,executive/managerial,M
1637,29,college/grad student,M
1638,25,self-employed,M
1639,30,technician/engineer,M
1640,34,scientist,M
1641,30,self-employed,M
1642,25,executive/managerial,M
1643,24,sales/marketing,M
1644,28,sales/marketing,M
1645,29,scientist,F
1646,30,college/grad student,F
1647,33,executive/managerial,M
1648,44,other or not specified,F
1649,30,college/grad student,M
1650,27,self-employed,M
1651,34,college/grad student,M
1652,33,self-employed,M
1653,32,sales/marketing,M
1654,30,college/grad student,M
1655,30,college/grad student,F
1656,32,executive/managerial,M
1657,28,sales/marketing,F
1658,29,executive/managerial,M
1659,25,executive/managerial,M
1660,34,self-employed,M
1661,25,executive/managerial,M
1662,30,K-12 student,M
1663,28,other or not specified,M
1664,26,executive/managerial,F
1665,29,self-employed,M
1666,30,college/grad student,M
1667,25,sales/marketing,M
1668,23,college/grad student,M
1669,18,K-12 student,M
1670,32,college/grad student,M
1671,29,executive/managerial,M
1672,34,sales/marketing,M
1673,26,college/grad student,M
1674,41,academic/educator,F
