userid,movieid,minute
171164,it+follows+2015,95
139290,the+crimson+pirate+1952,60
281662,wittgenstein+1993,27
240251,captains+courageous+1937,55
166082,shakti+the+power+2002,86
168181,forbidden+planet+1956,94
161839,the+aristocats+1970,54
234819,la+femme+nikita+1990,100
270493,opera+australia+the+pirates+of+penzance+2006,29
239498,blue+skies+1946,42
178440,khumba+2013,4
15597,crawlspace+1986,18
50024,my+friend+irma+goes+west+1950,29
230760,the+plague+dogs+1982,83
119203,the+hunt+for+red+october+1990,126
31578,playing+by+heart+1998,8
92169,lifeguard+1976,50
115462,guest+from+the+future+1984,92
322547,cronos+1993,69
223796,man+on+wire+2008,1
303048,sodom+and+gomorrah+1962,53
245248,night+train+to+munich+1940,61
288406,charlie+countryman+2013,40
132109,1776+1972,30
51232,the+life+of+oharu+1952,25
195633,all+watched+over+by+machines+of+loving+grace+2011,45
203005,uranus+1990,101
175044,red+hill+2010,92
26037,machine+gun+preacher+2011,80
162484,chasing+sleep+2000,57
146746,dear+zachary+a+letter+to+a+son+about+his+father+2008,41
16901,the+rack+1956,91
312479,tell+me+something+1999,79
203122,to+catch+a+thief+1955,13
196574,cobain+montage+of+heck+2015,128
245199,an+american+tail+the+mystery+of+the+night+monster+1999,34
99077,7th+cavalry+1956,31
111902,mask+1985,28
287148,the+cop+in+blue+jeans+1976,3
286441,the+bakers+wife+1938,14
290781,despair+1978,11
177890,beethovens+3rd+2000,27
17804,you+dont+mess+with+the+zohan+2008,3
67846,death+by+china+2012,47
19839,gran+torino+2008,1
262825,thrse+raquin+1953,0
81295,an+eye+for+an+eye+1957,0
106883,casino+royale+2006,0
67285,love+me+no+more+2008,0
238452,the+man+who+could+cheat+death+1959,0
331128,mirror+mirror+2012,1
113737,going+straight+1916,41
110719,battle+royale+2000,101
73819,i_+robot+2004,4
2v18378,pale+flower+1964,75
264550,the+women+on+the+6th+floor+2010,33
15610,memoirs+of+a+geisha+2005,15
273420,starting+over+1979,24
177125,fail+safe+2000,35
104254,departures+2008,12
245290,the+kidnapping+of+the+president+1980,21
118627,digging+up+the+marrow+2015,85
314413,esa+ja+vesa++auringonlaskun+ratsastajat+1994,80
248287,on+the+waterfront+1954,84
26300,clo+from+5+to+7+1962,40
23762,la+classe+amricaine+1993,25
205702,filming+othello+1978,32
94842,voyager+1991,111
71619,global+metal+2008,11
21959,silence+1971,4
60173,this+woman+is+dangerous+1952,72
29832,a+fish+called+wanda+1988,77
340026,rabbit+without+ears+2+2009,1
319062,open+your+eyes+1997,104
329853,side+effects+2013,68
116983,the+immature+2011,67
250411,drive+hard+2014,85
306536,mrs+brown+1997,57
128354,went+the+day+well+1942,79
193329,a+bridge+too+far+1977,158
290957,cloudy+with+a+chance+of+meatballs+2009,34
346133,saw+2004,104
308913,jnssonligan+p+mallorca+1989,84
88779,the+last+wagon+1956,91
45804,the+godfather+part+ii+1974,105
6398,broken+blossoms+1919,18
118215,el+asombroso+mundo+de+borjamari+y+pocholo+2004,77
124299,the+group+1966,148
39210,the+delicate+delinquent+1957,88
347904,spellbound+2002,43
62387,american+promise+2013,113
207850,crimes+of+the+heart+1986,84
182311,love+crazy+1941,95
319715,the+girl+on+the+bridge+1999,91
69488,this+is+my+father+1999,75
207936,quiet+flows+the+don+1957,93
324150,matchstick+men+2003,55
119030,zambezia+2012,47
40276,2012+time+for+change+2010,30
16317,demonic+2015,78
236102,riding+alone+for+thousands+of+miles+2005,75
329017,my+boyfriends+dogs+2014,78
208082,defenseless+1991,95
286243,the+bandit+1996,56
318653,emc+2002,6
165672,we+wont+grow+old+together+1972,9
274399,sebastian+maniscalco+whats+wrong+with+people+2012,51
271719,oui_+mais...+2001,68
237275,the+winning+season+2009,112
317540,stroker+ace+1983,73
253416,the+great+dictator+1940,28
40552,virunga+2014,59
109885,the+big+bang+2011,72
263084,cockfighter+1974,7
195120,the+notorious+bettie+page+2005,28
232550,peyton+place+1957,18
233857,michael+clayton+2007,85
157016,lenfer+1994,29
368,my+kid+could+paint+that+2007,46
150409,land+without+bread+1933,25
298975,have+dreams_+will+travel+2007,63
224078,chariots+of+fire+1981,81
319506,total+recall+1990,77
284165,paradise+lost+2+revelations+2000,123
221246,the+love+of+siam+2007,43
47549,thirteen+2003,34
3519,kandukondain+kandukondain+2000,125
31117,21+up+1977,81
16396,lady+in+the+lake+1947,71
182563,everybodys+all-american+1988,104
158239,nostalgia+1983,103
345351,dr.+no+1962,38
303946,harry+brown+2009,43
337327,the+turin+horse+2011,48
61242,geronimo+an+american+legend+1993,83
161930,harry+potter+and+the+deathly+hallows+part+2+2011,71
49287,its+my+party+1996,64
220827,blind+husbands+1919,81
306476,a+story+written+with+water+1965,26
141464,hxan+1922,51
241459,texas+rangers+2001,85
128865,la+bte+humaine+1938,48
124366,life+is+sweet+1990,88
262564,deadly+prey+1987,29
271532,the+count+of+monte+cristo+1998,112
296012,chizukos+younger+sister+1991,114
209310,triangle+2009,18
324728,jim+jefferies+alcoholocaust+2010,27
143035,sugar+2009,105
131080,calmos+1976,52
190335,the+royal+tenenbaums+2001,18
352087,the+princess+diaries+2+royal+engagement+2004,5
102542,dear+frankie+2004,82
74292,an+officer+and+a+gentleman+1982,24
84141,pain++gain+2013,81
214089,the+cold+light+of+day+1996,67
165136,betrayal+1983,47
212581,intentions+of+murder+1964,35
320742,straw+dogs+2011,85
197135,hilton+2013,31
233706,lagaan+once+upon+a+time+in+india+2001,210
110353,fail-safe+1964,7
80941,the+intruder+1962,60
246407,long+john+silver+1954,105
348346,cimarron+1960,135
336888,the+detective+2007,62
336432,mission+to+mars+2000,83
3912,land+of+the+dead+2005,76
309977,about+last+night+2014,88
193534,run+lola+run+1998,66
215955,the+plastic+age+1925,58
188012,zincirbozan+2007,64
83988,virginia+2010,23
333564,seducing+mr.+perfect+2006,25
238929,the+toy+1976,88
28810,trixie+2000,31
286244,samouras+2002,21
189552,an+education+2009,2
322686,more+dead+than+alive+1969,36
152913,loaded+1996,24
170030,miracle+2004,62
53735,in+god+we+teach+2011,35
125986,vive+lamour+1994,114
136895,the+enigma+of+kaspar+hauser+1974,94
205250,the+nugget+2002,70
195392,alien+1979,99
307401,dantes+inferno+2007,65
33838,lovelace+2013,35
16254,the+lover+1992,31
134822,point+of+order+1964,6
339918,the+waiting+room+2007,11
67494,harry+and+tonto+1974,14
276162,made+in+dagenham+2010,114
265942,cinderella+1950,30
97561,million+dollar+baby+2004,32
191514,the+exorcist+iii+1990,42
344742,true+lies+1994,16
52463,hamlet+1990,4
61518,the+king+and+four+queens+1956,22
265761,the+cat+returns+2002,4
201756,killer+crocodile+1989,38
140893,3+a.m.+2001,85
320197,frida+2002,108
308423,coraline+2009,34
93433,the+prisoner+of+zenda+1937,55
235073,the+sun+also+rises+1957,116
248935,dead+snow+2+red+vs.+dead+2014,43
105675,stand+by+for+action+1942,48
231780,the+kingdom+1994,129
205276,yuki++nina+2009,68
67146,apollo+13+1995,39
16641,next+stop_+greenwich+village+1976,1
178940,la+cage+aux+folles+ii+1980,83
306944,the+wind+will+carry+us+1999,68
159036,the+human+condition+ii+road+to+eternity+1959,80
331303,terminator+3+rise+of+the+machines+2003,95
322223,but+not+for+me+1959,93
27587,stalin+1992,86
91375,me+too+2009,90
162379,in+the+heat+of+the+night+1967,80
198455,conan+the+barbarian+1982,84
53673,the+white+haired+witch+of+lunar+kingdom+2014,53
35721,marie+antoinette+2006,53
326673,the+sea+chase+1955,4
305071,road+to+nowhere+2011,22
95035,the+kingdom+ii+1997,50
349561,all+the+presidents+men+1976,58
216263,grave+secrets+1989,64
107106,ponyo+2008,40
164958,frantic+1988,96
53436,blood+river+2009,100
315311,paris_+je+taime+2006,88
140167,space+1985,142
16145,winter+light+1963,36
101684,a+chorus+line+1985,26
293377,breathing+fire+1991,30
117340,the+dinner+1998,71
238534,taking+chance+2009,45
86686,the+divine+move+2014,39
324906,robots+2005,17
98084,nmadak+tx+2006,90
211566,touching+the+void+2003,1
99826,bitter+victory+1957,5
203588,little+lord+fauntleroy+1936,29
147429,shooting+dogs+2006,9
153294,coffin+rock+2009,30
49893,the+thief+of+paris+1967,100
72598,dil+chahta+hai+2001,144
288843,the+aura+2005,123
160948,mephisto+1981,121
234788,american+hardcore+2006,58
12706,red+beard+1965,81
169524,im+gonna+git+you+sucka+1988,56
264782,easy+rider+1969,31
140994,the+patriot+1998,25
171526,silent+action+1975,90
217843,watch+out_+were+mad+1974,24
294437,mr.+bjarnfrearson+2009,25
66672,star+trek+nemesis+2002,6
61200,coal+miners+daughter+1980,18
36421,try+seventeen+2002,33
324066,parallels+2015,64
47093,the+four+horsemen+of+the+apocalypse+1921,69
95568,microcosmos+1996,6
136503,storytelling+2001,13
13475,the+usual+suspects+1995,104
322356,bowling+for+columbine+2002,48
132968,varg+veum+-+fallen+angels+2008,14
14282,galaxy+quest+1999,73
93305,eden+lake+2008,3
255020,powaqqatsi+1988,68
327297,begotten+1990,62
5428,lady+and+the+tramp+1955,54
329904,east+is+east+1999,38
139190,vicky+donor+2012,15
263621,zebra+lounge+2001,42
122190,pump+up+the+volume+1990,69
88760,trail+of+the+pink+panther+1982,94
80740,the+switch+2010,72
275325,oceans+eleven+1960,110
258197,loves+enduring+promise+2004,29
60035,all+is+forgiven+2007,56
173471,the+girl+from+monday+2005,14
103648,fantasia+1940,46
25124,grandmas+boy+1922,56
88453,take+this+job+and+shove+it+1981,69
272652,kill+bill+vol.+1+2003,31
188630,the+cook_+the+thief_+his+wife++her+lover+1989,121
209432,the+train+1964,133
131826,kes+1969,33
173566,smoke+signals+1998,29
115681,yoo+hoo+mrs+goldberg+2009,3
300294,berkeley+in+the+sixties+1990,28
102314,dont+say+a+word+2001,104
128888,tell+no+one+2006,83
282548,lady+windermeres+fan+1925,13
346363,battle+for+terra+2007,77
148954,phil+ochs+there+but+for+fortune+2011,6
220599,zero+motivation+2014,6
185404,car+wash+1976,50
51963,only+you+1994,24
38147,lolita+1997,26
166302,deconstructing+harry+1997,84
58061,jules+and+jim+1962,36
81577,dragon+ball+z+bio-broly+1994,12
222692,cashback+2006,9
216498,paprika+2006,25
211836,symbol+2009,21
22257,the+sand+pebbles+1966,8
115513,inside+im+dancing+2004,2
147093,southern+comfort+1981,0
142091,two+women+1960,1
126480,double+trouble+1992,0
306557,hope+and+glory+1987,0
32998,me+and+him+1988,17
102297,yojimbo+1961,72
65393,summer+with+monika+1953,2
345758,splinter+2008,57
69166,the+trials+of+muhammad+ali+2013,27
55875,confidence+2003,25
226955,kismet+1955,46
242919,soylent+green+1973,7
55646,the+best+man+1997,24
26222,how+i+ended+this+summer+2010,49
276674,cheyenne+autumn+1964,105
91600,lightning+in+a+bottle+2004,92
351011,bhaag+milkha+bhaag+2013,149
25930,no+end+in+sight+2007,20
32764,the+great+escape+1963,104
2531,the+bridge+to+nowhere+2009,68
327019,les+amants+du+pont-neuf+1991,5
165121,girl+walks+into+a+bar+2011,12
330618,vixen+1968,11
75907,adam+2009,96
223971,the+big+boss+1971,65
259611,the+son-daughter+1932,36
125998,trans-europ-express+1966,16
272194,the+oxford+murders+2008,20
123846,victory+through+air+power+1943,5
135989,gambit+1966,5
20637,the+seventh+sin+1957,12
176228,zu+warriors+from+the+magic+mountain+1983,54
222237,big+city+blues+1932,50
275684,how+to+make+money+selling+drugs+2012,71
138723,heartbeats+2010,50
8905,find+me+guilty+2006,64
280945,jealousy+1953,60
200018,the+unknown+known+2013,74
308661,oklahoma+1955,21
285482,firestorm+1998,59
308962,the+cranes+are+flying+1957,67
134179,dust+in+the+wind+1986,72
161881,my+way+2011,50
295006,force+10+from+navarone+1978,8
322261,iron+man+2+2010,20
245,nausica+of+the+valley+of+the+wind+1984,74
12288,howls+moving+castle+r2004,108
53658,q++a+1990,54
212415,clonehunter+2009,63
188681,a+dogs+will+2000,48
292130,the+night+they+raided+minskys+1968,58
287389,scenes+from+a+marriage+1973,108
314644,hoop+reality+2007,43
261674,the+thief+lord+2006,67
345132,the+fugitive+1993,125
133394,the+match+factory+girl+1990,24
38089,chicken+little+2005,19
291105,clip+2012,39
236914,abraham+1994,5
331582,flying+home+2014,75
98949,choose+me+1984,54
219779,nowhere+boy+2009,31
284306,j.c.+chavez+2007,11
218088,the+presidio+1988,61
182164,the+gods+must+be+crazy+1980,67
75931,seven+waves+away+1957,57
104686,the+decline+of+western+civilization+1981,27
352151,forbidden+kingdom+2014,10
50747,to+die+for+1995,36
4873,black+rainbow+1989,84
25120,the+decline+of+western+civilization+part+ii+the+metal+years+1988,53
116216,hoop+dreams+1994,74
267106,the+phantom+of+the+opera+1990,163
68865,the+look+of+silence+2014,7
131499,road+to+morocco+1942,77
207185,fun++fancy+free+1947,8
36452,bubba+ho-tep+2002,1
124022,kestrels+eye+1998,45
205985,birdman+of+alcatraz+1962,146
188073,child+bride+1938,32
273325,earth+1996,109
305988,pauline+at+the+beach+1983,45
275947,the+blue+kite+1994,93
266809,the+trip+to+bountiful+1985,76
178098,the+american+president+1995,98
187995,the+theory+of+everything+2014,3
74674,pulling+strings+2013,31
159605,brideshead+revisited+2008,130
204971,if+winter+comes+1947,11
335546,hercules+1997,29
252452,sex+and+lucia+2001,15
142348,the+tiger+from+tjampa+1953,5
264238,moneyball+2011,117
302857,frozen+river+2008,80
114522,the+tin+drum+1979,46
44912,blind+spot+hitlers+secretary+2002,35
222887,folks+1992,5
136289,door-to-door+maniac+1961,16
67457,the+runner+1984,78
262211,room+in+rome+2010,71
159820,for+love+of+ivy+1968,58
81078,la+dolce+vita+1960,15
143986,the+mechanic+1972,60
91483,the+dream+catcher+1999,34
352082,the+thin+man+goes+home+1945,19
336366,interview+2007,73
19064,the+man+from+earth+2007,27
228963,the+full+monty+1997,56
294521,far+from+the+madding+crowd+1967,137
221139,planet+hulk+2010,48
142260,gung+ho+1943,40
110694,dead+men+tell+1941,50
174571,a+womans+tale+1991,24
279353,son+in+law+1993,75
38302,quarantine+2008,81
219923,megamind+2010,59
312787,i+love+you+to+death+1990,2
168647,the+ring+1927,6
301237,mean+streets+1973,23
79809,pitfall+1962,67
247759,the+400+blows+1959,90
312652,we+need+to+talk+about+kevin+2011,90
85047,woman+in+the+dunes+1964,40
113864,ong-bak+the+thai+warrior+2003,41
125334,craig+ferguson+im+here+to+help+2013,18
190185,don+juan+1926,80
323265,dot+and+the+whale+1986,71
193031,man+on+high+heels+2014,23
329322,this+is+not+a+film+2011,61
136815,teenage+paparazzo+2010,8
70534,visions+of+europe+2004,63
117192,an+autumn+afternoon+1962,45
112118,go+for+sisters+2013,120
134300,lonesome+1928,18
235549,love+ghost+2001,65
198413,make+the+yuletide+gay+2009,89
323710,good+morning_+babylon+1987,62
335452,the+crazies+2010,66
212113,dandelion+2004,83
93262,the+getaway+1972,99
280643,the+good+shepherd+2004,19
273809,bigger+than+the+sky+2005,18
155493,the+adventures+of+robin+hood+1938,90
128462,the+best+of+youth+2003,128
320812,les+enfants+terribles+1950,88
120638,force+majeure+2014,3
280370,the+last+unicorn+1982,44
27012,rabid+dogs+1974,60
308254,full+of+it+2007,12
130304,ivory+tower+2014,42
128564,enid+2009,24
85522,mr.+smith+goes+to+washington+1939,118
115555,vertigo+1958,96
228639,leave+2011,18
333695,rampage+at+apache+wells+1965,26
217321,tempest+1982,41
102359,a+private+function+1984,63
70816,the+hunger+games+mockingjay+-+part+1+2014,17
193818,genevieve+1953,46
226343,drug+war+2012,1
250350,the+shining+1980,15
319596,how+to+die+in+oregon+2011,75
6897,the+girl+from+nowhere+2013,5
12984,afternoon+delight+2013,86
102422,the+wild+mccullochs+1975,67
128143,navy+blues+1929,59
323838,mean+girls+2004,98
303629,obsession+1976,37
129782,the+sandlot+1993,14
195214,phoebe+in+wonderland+2008,48
45595,the+rat+race+1960,84
221047,princess+kaiulani+2010,13
2785,jonestown+the+life+and+death+of+peoples+temple+2006,77
164863,gigot+1962,48
167178,the+surgeon+1995,11
131154,caf+de+flore+2011,68
122136,ice+princess+2005,47
49852,falling+down+1993,87
84505,the+cowboys+1972,76
197962,king+kong+1933,28
166425,bless+the+beasts++children+1971,92
133856,last+resort+2000,53
100887,rio+grande+1950,27
351013,maleficent+2014,26
296131,bound+by+honor+1993,76
284279,the+lincoln+lawyer+2011,75
103218,mademoiselle+1966,18
87046,detachment+2011,29
145847,8+mile+2002,29
6861,miraculum+2014,29
237956,the+spy+who+loved+me+1977,16
212962,east+side_+west+side+1949,51
229896,radio+flyer+1992,72
306299,elvis+and+anabelle+2007,42
329380,in+gold+we+trust+2010,56
298360,womb+2010,52
127493,goodbye_+mr.+chips+1969,40
109270,the+right+kind+of+wrong+2013,28
220130,high+noon+1952,39
299353,dead+space+aftermath+2010,52
121403,flight+2012,12
63826,extraordinary+stories+2008,131
56397,frances+ha+2013,26
324123,whats+love+got+to+do+with+it+1993,88
111567,earth+2007,36
352242,about+schmidt+2002,108
29035,ghostbusters+1984,79
79447,north+and+south_+book+i+1985,103
83864,magicians+2007,19
349059,the+redemption+of+general+butt+naked+2011,25
147142,the+square+2013,48
9271,my+sassy+girl+2008,34
110498,shaolin+soccer+2001,72
160465,the+age+of+innocence+1993,80
335688,0sFgVbovlamu336T,74
22012,marcello+mastroianni+i+remember+1997,83
186817,anastasia+1956,49
133317,the+bride+wore+red+1937,1
138225,this+is+england+2006,71
40376,the+tragedy+of+macbeth+1971,11
264843,the+method+2005,51
337733,philadelphia+1993,60
29044,anna+1988,88
132435,kwaidan+1964,46
285162,genocide+1982,7
316291,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,26
331102,the+wait+2013,56
335214,le+corbeau+1943,17
171121,brothers+2004,16
265697,112+weddings+2014,101
58839,comanche+station+1960,36
9092,exit+through+the+gift+shop+2010,83
